task_id,title,description,type,difficulty,estimated_time,category,skill_level,tags,steps,hints,video_url,web_url
python-03-09,Data Structures: Real-World,"Practice Data Structures within Python: step 9 of 10, progressing from basics to advanced.",coding,Hard,40 minutes,Python,Advanced,"python,data,structures",Read a short overview of Data Structures in Python|Implement a minimal example for Data Structures (task 9)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Data Structures' in Python|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=_uQrJ0TkZlc,https://docs.python.org/3/
python-03-10,Data Structures: Capstone,"Practice Data Structures within Python: step 10 of 10, progressing from basics to advanced.",practice,Expert,60 minutes,Python,Advanced,"python,data,structures",Read a short overview of Data Structures in Python|Implement a minimal example for Data Structures (task 10)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Data Structures' in Python|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=_uQrJ0TkZlc,https://docs.python.org/3/
python-04-01,Functions & Modules: Intro,"Practice Functions & Modules within Python: step 1 of 10, progressing from basics to advanced.",coding,Easy,15 minutes,Python,Beginner,"python,functions,&,modules",Read a short overview of Functions & Modules in Python|Implement a minimal example for Functions & Modules (task 1)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Functions & Modules' in Python|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=_uQrJ0TkZlc,https://docs.python.org/3/
python-04-02,Functions & Modules: Basics,"Practice Functions & Modules within Python: step 2 of 10, progressing from basics to advanced.",practice,Easy,15 minutes,Python,Beginner,"python,functions,&,modules",Read a short overview of Functions & Modules in Python|Implement a minimal example for Functions & Modules (task 2)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Functions & Modules' in Python|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=_uQrJ0TkZlc,https://docs.python.org/3/
python-04-03,Functions & Modules: Hands-on,"Practice Functions & Modules within Python: step 3 of 10, progressing from basics to advanced.",project,Easy,15 minutes,Python,Beginner,"python,functions,&,modules",Read a short overview of Functions & Modules in Python|Implement a minimal example for Functions & Modules (task 3)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Functions & Modules' in Python|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=_uQrJ0TkZlc,https://docs.python.org/3/
python-04-04,Functions & Modules: Apply,"Practice Functions & Modules within Python: step 4 of 10, progressing from basics to advanced.",quiz,Medium,25 minutes,Python,Intermediate,"python,functions,&,modules",Read a short overview of Functions & Modules in Python|Implement a minimal example for Functions & Modules (task 4)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Functions & Modules' in Python|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=_uQrJ0TkZlc,https://docs.python.org/3/
python-04-05,Functions & Modules: Deep Dive,"Practice Functions & Modules within Python: step 5 of 10, progressing from basics to advanced.",coding,Medium,25 minutes,Python,Intermediate,"python,functions,&,modules",Read a short overview of Functions & Modules in Python|Implement a minimal example for Functions & Modules (task 5)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Functions & Modules' in Python|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=_uQrJ0TkZlc,https://docs.python.org/3/
python-04-06,Functions & Modules: From Scratch,"Practice Functions & Modules within Python: step 6 of 10, progressing from basics to advanced.",practice,Medium,25 minutes,Python,Intermediate,"python,functions,&,modules",Read a short overview of Functions & Modules in Python|Implement a minimal example for Functions & Modules (task 6)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Functions & Modules' in Python|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=_uQrJ0TkZlc,https://docs.python.org/3/
python-04-07,Functions & Modules: Best Practices,"Practice Functions & Modules within Python: step 7 of 10, progressing from basics to advanced.",project,Medium,25 minutes,Python,Intermediate,"python,functions,&,modules",Read a short overview of Functions & Modules in Python|Implement a minimal example for Functions & Modules (task 7)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Functions & Modules' in Python|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=_uQrJ0TkZlc,https://docs.python.org/3/
python-04-08,Functions & Modules: Performance,"Practice Functions & Modules within Python: step 8 of 10, progressing from basics to advanced.",quiz,Hard,40 minutes,Python,Advanced,"python,functions,&,modules",Read a short overview of Functions & Modules in Python|Implement a minimal example for Functions & Modules (task 8)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Functions & Modules' in Python|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=_uQrJ0TkZlc,https://docs.python.org/3/
python-04-09,Functions & Modules: Real-World,"Practice Functions & Modules within Python: step 9 of 10, progressing from basics to advanced.",coding,Hard,40 minutes,Python,Advanced,"python,functions,&,modules",Read a short overview of Functions & Modules in Python|Implement a minimal example for Functions & Modules (task 9)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Functions & Modules' in Python|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=_uQrJ0TkZlc,https://docs.python.org/3/
python-04-10,Functions & Modules: Capstone,"Practice Functions & Modules within Python: step 10 of 10, progressing from basics to advanced.",practice,Expert,60 minutes,Python,Advanced,"python,functions,&,modules",Read a short overview of Functions & Modules in Python|Implement a minimal example for Functions & Modules (task 10)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Functions & Modules' in Python|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=_uQrJ0TkZlc,https://docs.python.org/3/
python-05-01,OOP in Python: Intro,"Practice OOP in Python within Python: step 1 of 10, progressing from basics to advanced.",coding,Easy,15 minutes,Python,Beginner,"python,oop,in,python",Read a short overview of OOP in Python in Python|Implement a minimal example for OOP in Python (task 1)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'OOP in Python' in Python|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=_uQrJ0TkZlc,https://docs.python.org/3/
python-05-02,OOP in Python: Basics,"Practice OOP in Python within Python: step 2 of 10, progressing from basics to advanced.",practice,Easy,15 minutes,Python,Beginner,"python,oop,in,python",Read a short overview of OOP in Python in Python|Implement a minimal example for OOP in Python (task 2)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'OOP in Python' in Python|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=_uQrJ0TkZlc,https://docs.python.org/3/
